temp,flow,viscosity,shear
60,0.5,5.132877287493018,36.012222435230136
60,0.5862068965517242,4.816466167283008,38.116418113566226
60,0.6724137931034483,4.559258726112498,40.099897910688
60,0.7586206896551724,4.344492083617267,41.983904847568446
60,0.8448275862068966,4.161420945786259,43.78397964415267
60,0.9310344827586208,4.002787886908729,45.51191365814677
60,1.0172413793103448,3.8634854066105806,47.17691459847316
60,1.103448275862069,3.7397975365803164,48.78634210740507
60,1.1896551724137931,3.628945487861136,50.346193065298095
60,1.2758620689655173,3.5288028287243525,51.86143369128706
60,1.3620689655172415,3.437710053897001,53.33623385551319
60,1.4482758620689655,3.3543499268601087,54.77413674193811
60,1.5344827586206897,3.277661336129658,56.17818447098236
60,1.620689655172414,3.2067783240489773,57.55101293570003
60,1.706896551724138,3.140986016583198,58.89492462580908
60,1.793103448275862,3.079688172127191,60.211945397715354
60,1.8793103448275863,3.0223828873526912,61.50386932798239
60,1.9655172413793105,2.9686441378720803,62.77229458116242
60,2.0517241379310347,2.918107563418036,64.01865240555459
60,2.137931034482759,2.8704593879745404,65.24423080571097
60,2.224137931034483,2.8254276875318936,66.4501940432875
60,2.3103448275862073,2.782775438150163,67.63759883388994
60,2.396551724137931,2.742294929773794,68.80740790158147
60,2.4827586206896552,2.703803238944031,69.96050140126343
60,2.5689655172413794,2.6671385305719917,71.09768660639273
60,2.6551724137931036,2.632157014727849,72.21970617460244
60,2.741379310344828,2.598730425307972,73.32724523918803
60,2.827586206896552,2.566743917770104,74.42093752477527
60,2.913793103448276,2.536094305846503,75.50137064698632
60,3.0,2.5066885743305463,76.56909072580862
65,0.5,4.6444194319106025,36.012222435230136
65,0.5862068965517242,4.358118810861911,38.116418113566226
65,0.6724137931034483,4.125387893893551,40.099897910688
65,0.7586206896551724,3.931058999617914,41.983904847568446
65,0.8448275862068966,3.765409383946,43.78397964415267
65,0.9310344827586208,3.621872256536109,45.51191365814677
65,1.0172413793103448,3.4958261599371276,47.17691459847316
65,1.103448275862069,3.383908746976576,48.78634210740507
65,1.1896551724137931,3.283605665429516,50.346193065298095
65,1.2758620689655173,3.192992840300934,51.86143369128706
65,1.3620689655172415,3.110568689124422,53.33623385551319
65,1.4482758620689655,3.035141327009211,54.77413674193811
65,1.5344827586206897,2.965750620579853,56.17818447098236
65,1.620689655172414,2.9016130189461586,57.55101293570003
65,1.706896551724138,2.842081677332195,58.89492462580908
65,1.793103448275862,2.786617094023452,60.211945397715354
65,1.8793103448275863,2.7347651281082777,61.50386932798239
65,1.9655172413793105,2.6861402967797603,62.77229458116242
65,2.0517241379310347,2.640412913234381,64.01865240555459
65,2.137931034482759,2.597299061191964,65.24423080571097
65,2.224137931034483,2.556552693633671,66.4501940432875
65,2.3103448275862073,2.51795934242968,67.63759883388994
65,2.396551724137931,2.4813310637496233,68.80740790158147
65,2.4827586206896552,2.4465023416033818,69.96050140126343
65,2.5689655172413794,2.4133267415469843,71.09768660639273
65,2.6551724137931036,2.3816741570715863,72.21970617460244
65,2.741379310344828,2.351428528207157,73.32724523918803
65,2.827586206896552,2.3224859393146047,74.42093752477527
65,2.913793103448276,2.294753023597849,75.50137064698632
65,3.0,2.268145617417492,76.56909072580862
70,0.5,4.202444487046027,36.012222435230136
70,0.5862068965517242,3.943388972314238,38.116418113566226
70,0.6724137931034483,3.7328053303074453,40.099897910688
70,0.7586206896551724,3.556969275361295,41.983904847568446
70,0.8448275862068966,3.4070833048180713,43.78397964415267
